O*NET-SOC Code,Title,Alternate Title,Short Title,Source(s)
15-2021.00,Mathematicians,Computational Scientist,,02
15-2021.00,Mathematicians,Cryptanalyst,,"04,06"
15-2021.00,Mathematicians,Cryptographer,,"02,04,06"
15-2021.00,Mathematicians,Cryptographic Vulnerability Analyst,,"02,04"
15-2021.00,Mathematicians,Engineering Mathematician,,"04,06"
15-2021.00,Mathematicians,Game Mathematician,,10
15-2021.00,Mathematicians,Geometrician,,04
15-2021.00,Mathematicians,Math Researcher (Mathematics Researcher),Math Researcher,10
15-2021.00,Mathematicians,Mathematician,,"02,04,10"
15-2021.00,Mathematicians,Research Computing Specialist,,02
15-2021.00,Mathematicians,Research Scientist,,02
15-2021.00,Mathematicians,Researcher,,02
15-2031.00,Operations Research Analysts,Advanced Analytics Associate,,02
15-2031.00,Operations Research Analysts,Analytical Strategist,,02
15-2031.00,Operations Research Analysts,Analytics Consultant,,10
15-2031.00,Operations Research Analysts,Business Analyst,,10
15-2031.00,Operations Research Analysts,Business Operations Analyst,,09
15-2031.00,Operations Research Analysts,Business Process Analyst,,09
15-2031.00,Operations Research Analysts,Decision Analyst,,02
15-2031.00,Operations Research Analysts,Decision Support Analyst,,10
15-2031.00,Operations Research Analysts,File System Installer,,"04,06"
15-2031.00,Operations Research Analysts,Forms Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Liaison Planner,,"04,06"
15-2031.00,Operations Research Analysts,Material Liaison,,"04,06"
15-2031.00,Operations Research Analysts,Methods Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Methods Consultant,,"04,06"
15-2031.00,Operations Research Analysts,Methods Specialist,,"04,06"
15-2031.00,Operations Research Analysts,Office System Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Operations Analyst (Ops Analyst),Ops Analyst,"04,06,10"
15-2031.00,Operations Research Analysts,Operations Research Analyst (Ops Research Analyst),Ops Research Analyst,"02,04,10"
15-2031.00,Operations Research Analysts,Operations Research Scientist (Ops Research Scientist),Ops Research Scientist,02
15-2031.00,Operations Research Analysts,Operations Specialist (Ops Specialist),Ops Specialist,10
15-2031.00,Operations Research Analysts,Operations Support Specialist (Ops Support Specialist),Ops Support Specialist,10
15-2031.00,Operations Research Analysts,Optimization Analyst,,02
15-2031.00,Operations Research Analysts,Policy Advisor,,09
15-2031.00,Operations Research Analysts,Policy Officer,,09
15-2031.00,Operations Research Analysts,Procedure Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Procedure Writer,,"04,06"
15-2031.00,Operations Research Analysts,Process Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Research Analyst,,10
15-2031.00,Operations Research Analysts,Research Assistant,,10
15-2031.00,Operations Research Analysts,Research Associate,,10
15-2031.00,Operations Research Analysts,Research Scientist,,10
15-2031.00,Operations Research Analysts,Research Specialist,,10
15-2031.00,Operations Research Analysts,Research Technician (Research Tech),Research Tech,10
15-2031.00,Operations Research Analysts,Researcher,,"02,10"
15-2031.00,Operations Research Analysts,Risk Analyst,,10
15-2031.00,Operations Research Analysts,Sales Operations Analyst (Sales Ops Analyst),Sales Ops Analyst,10
15-2031.00,Operations Research Analysts,Standards Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Systems Analyst,,"04,06"
15-2031.00,Operations Research Analysts,Systems Consultant,,"04,06"
15-2031.00,Operations Research Analysts,Technical Analyst,,10
15-2041.00,Statisticians,Analytical Statistician,,"04,06"
15-2041.00,Statisticians,Applied Scientist,,10
15-2041.00,Statisticians,Applied Statistician,,"04,06,08"
15-2041.00,Statisticians,Biometrician,,"02,04,06"
15-2041.00,Statisticians,Clinical Analyst,,10
15-2041.00,Statisticians,Data Analyst,,"03,08,10"
15-2041.00,Statisticians,Data Analyst Specialist,,10
15-2041.00,Statisticians,Data Analytics Specialist,,10
15-2041.00,Statisticians,Data Coordinator,,10
15-2041.00,Statisticians,Data Engineer,,10
15-2041.00,Statisticians,Data Manager,,"02,08"
15-2041.00,Statisticians,Data Modeler,,10
15-2041.00,Statisticians,Data Science Specialist,,10
15-2041.00,Statisticians,Data Specialist,,10
15-2041.00,Statisticians,Data Support Specialist,,10
15-2041.00,Statisticians,Database Analyst,,"02,08"
15-2041.00,Statisticians,Demographer,,02
15-2041.00,Statisticians,Education Research Analyst,,"02,08"
15-2041.00,Statisticians,Environmental Statistician,,"02,04"
15-2041.00,Statisticians,Financial Analyst,,"02,08"
15-2041.00,Statisticians,Mathematical Statistician,,"02,04,06,08"
15-2041.00,Statisticians,Psychometric Consultant,,02
15-2041.00,Statisticians,Quantitative Methodologist,,02
15-2041.00,Statisticians,Research Statistician,,10
15-2041.00,Statisticians,Sampling Expert,,"04,06"
15-2041.00,Statisticians,Sports Statistician,,09
15-2041.00,Statisticians,Statistical Analyst,,"02,04,06,10"
15-2041.00,Statisticians,Statistical Consultant,,02
15-2041.00,Statisticians,Statistical Data Analyst,,10
15-2041.00,Statisticians,Statistical Engineer,,"04,06"
15-2041.00,Statisticians,Statistical Programmer,,10
15-2041.00,Statisticians,Statistical Programming Analyst,,10
15-2041.00,Statisticians,Statistical Reporting Analyst,,"02,04,08"
15-2041.00,Statisticians,Statistical Research Analyst,,10
15-2041.00,Statisticians,Statistical Scientist,,10
15-2041.00,Statisticians,Statistician,,"02,04,08,10"
15-2041.00,Statisticians,Survey Statistician,,"04,06"
15-2041.00,Statisticians,Time Study Statistician,,"04,06"
15-2041.00,Statisticians,Trend Investigator,,"02,08"
15-2041.01,Biostatisticians,Bioinformatics Scientist,,10
15-2041.01,Biostatisticians,Biomathematician,,08
15-2041.01,Biostatisticians,Biometrician,,"02,08"
15-2041.01,Biostatisticians,Biostatistical Consultant,,02
15-2041.01,Biostatisticians,Biostatistician,,"02,08,10"
15-2041.01,Biostatisticians,Clinical Biostatistician,,10
15-2041.01,Biostatisticians,NGS Biostatistician (Next-Generation Sequencing),NGS Biostatistician,10
15-2041.01,Biostatisticians,Research Biostatistician,,"08,10"
15-2041.01,Biostatisticians,Research Scientist,,02
15-2041.01,Biostatisticians,Statistical Programmer,,10
15-2041.01,Biostatisticians,Statistical Scientist,,02
15-2051.00,Data Scientists,Analytics Consultant,,08
15-2051.00,Data Scientists,Applied Scientist,,08
15-2051.00,Data Scientists,Data Analyst,,08
15-2051.00,Data Scientists,Data Analytic Scientist,,08
15-2051.00,Data Scientists,Data Analytics Manager,,10
15-2051.00,Data Scientists,Data Analytics Scientist,,10
15-2051.00,Data Scientists,Data Analytics Specialist,,"04,08"
15-2051.00,Data Scientists,Data Architect,,08
15-2051.00,Data Scientists,Data Consultant,,08
15-2051.00,Data Scientists,Data Economist,,08
15-2051.00,Data Scientists,Data Engineer,,08
15-2051.00,Data Scientists,Data Management Scientist,,08
15-2051.00,Data Scientists,Data Mining Analyst,,"04,08"
15-2051.00,Data Scientists,Data Modeler,,08
15-2051.00,Data Scientists,Data Quality Analyst,,01
15-2051.00,Data Scientists,Data Science Engineer,,08
15-2051.00,Data Scientists,Data Science Intern,,10
15-2051.00,Data Scientists,Data Scientist,,"08,10"
15-2051.00,Data Scientists,Data Specialist,,08
15-2051.00,Data Scientists,Data Visualization Developer,,"04,08"
15-2051.00,Data Scientists,Machine Learning Data Scientist,,10
15-2051.00,Data Scientists,Machine Learning Engineer,,10
15-2051.00,Data Scientists,Machine Learning Scientist,,08
15-2051.00,Data Scientists,Machine Learning Software Engineer,,10
15-2051.00,Data Scientists,Marketing Data Scientist,,10
15-2051.00,Data Scientists,Psychometric Consultant,,08
15-2051.00,Data Scientists,Quantitative Methodologist,,08
15-2051.00,Data Scientists,Quantitative Researcher,,08
15-2051.00,Data Scientists,Research Analyst,,08
15-2051.00,Data Scientists,Research Scientist,,08
15-2051.00,Data Scientists,Statistical Analyst,,08
15-2051.00,Data Scientists,Statistical Consultant,,08
15-2051.00,Data Scientists,Tableau Developer,,01
15-2051.01,Business Intelligence Analysts,Analytical Data Miner,,08
15-2051.01,Business Intelligence Analysts,Business Analyst,,"01,02,10"
15-2051.01,Business Intelligence Analysts,Business Consultant,,10
15-2051.01,Business Intelligence Analysts,Business Data Analyst,,10
15-2051.01,Business Intelligence Analysts,Business Database Analyst,,08
15-2051.01,Business Intelligence Analysts,Business Information Analyst,,10
15-2051.01,Business Intelligence Analysts,Business Intelligence Analyst (BI Analyst),BI Analyst,"02,08,10"
15-2051.01,Business Intelligence Analysts,Business Intelligence Consultant (BI Consultant),BI Consultant,02
15-2051.01,Business Intelligence Analysts,Business Intelligence Coordinator (BI Coordinator),BI Coordinator,02
15-2051.01,Business Intelligence Analysts,Business Intelligence Engineer,,"03,08"
15-2051.01,Business Intelligence Analysts,Business Intelligence Specialist (BI Specialist),BI Specialist,02
15-2051.01,Business Intelligence Analysts,Business Process Analyst,,10
15-2051.01,Business Intelligence Analysts,Business Systems Analyst,,"02,10"
15-2051.01,Business Intelligence Analysts,Business Systems Consultant,,10
15-2051.01,Business Intelligence Analysts,Business Technology Consultant,,01
15-2051.01,Business Intelligence Analysts,Competitive Intelligence Analyst,,"02,08"
15-2051.01,Business Intelligence Analysts,Data Analyst,,"02,08,10"
15-2051.01,Business Intelligence Analysts,EDI Analyst (Electronic Data Interchange Analyst),EDI Analyst,01
15-2051.01,Business Intelligence Analysts,Information Analyst,,08
15-2051.01,Business Intelligence Analysts,Information Specialist,,08
15-2051.01,Business Intelligence Analysts,Intelligence Analyst,,02
15-2051.01,Business Intelligence Analysts,Market Intelligence Analyst,,02
15-2051.01,Business Intelligence Analysts,Market Intelligence Consultant,,02
15-2051.01,Business Intelligence Analysts,Marketing Database Analyst,,08
15-2051.01,Business Intelligence Analysts,Reporting Analyst,,08
15-2051.01,Business Intelligence Analysts,Reports Analyst,,"08,10"
15-2051.01,Business Intelligence Analysts,Strategic Business and Technology Intelligence Consultant,,02
15-2051.02,Clinical Data Managers,Application Coordinator,,10
15-2051.02,Clinical Data Managers,Clinical Applications Director,,10
15-2051.02,Clinical Data Managers,Clinical Biostatistics Director,,08
15-2051.02,Clinical Data Managers,Clinical Data Abstractor,,10
15-2051.02,Clinical Data Managers,Clinical Data Analyst,,08
15-2051.02,Clinical Data Managers,Clinical Data Coordinator,,"08,10"
15-2051.02,Clinical Data Managers,Clinical Data Management Director (CDM Director),CDM Director,02
15-2051.02,Clinical Data Managers,Clinical Data Management Manager (CDM Manager),CDM Manager,02
15-2051.02,Clinical Data Managers,Clinical Data Manager,,"02,08,10"
15-2051.02,Clinical Data Managers,Clinical Informatics Manager,,02
15-2051.02,Clinical Data Managers,Clinical Statistics Manager,,08
15-2051.02,Clinical Data Managers,Clinical Trials Data Coordinator,,08
15-2051.02,Clinical Data Managers,Data Coordinator,,10
15-2051.02,Clinical Data Managers,Data Deliverables Manager,,02
15-2051.02,Clinical Data Managers,Data Management Manager,,02
15-2099.00,"Mathematical Science Occupations, All Other",Balance Engineer,,"04,06"
15-2099.00,"Mathematical Science Occupations, All Other",Cryptanalyst,,08
15-2099.00,"Mathematical Science Occupations, All Other",Cryptologist,,09
15-2099.00,"Mathematical Science Occupations, All Other",Geometer,,"04,06"
15-2099.00,"Mathematical Science Occupations, All Other",Geometrician,,"04,06"
15-2099.00,"Mathematical Science Occupations, All Other",Harmonic Analyst,,"04,06"
15-2099.00,"Mathematical Science Occupations, All Other",Mathematical Engineering Technician,,04
15-2099.00,"Mathematical Science Occupations, All Other",Mathematical Scientist,,06
15-2099.00,"Mathematical Science Occupations, All Other",Mathematics Technician,,04
15-2099.00,"Mathematical Science Occupations, All Other",Research Analyst,,"04,06"
15-2099.00,"Mathematical Science Occupations, All Other",Secret Code Expert,,"04,06"
15-2099.00,"Mathematical Science Occupations, All Other",Weight Analyst,,"04,06"
15-2099.01,Bioinformatics Technicians,Bioinformatics Analyst,,02
15-2099.01,Bioinformatics Technicians,Bioinformatics Research Technician,,08
15-2099.01,Bioinformatics Technicians,Bioinformatics Specialist,,"02,08"
15-2099.01,Bioinformatics Technicians,Bioinformatics Technician,,"02,08"
15-2099.01,Bioinformatics Technicians,Biometrics Technician,,10
15-2099.01,Bioinformatics Technicians,Biotechnician,,02
15-2099.01,Bioinformatics Technicians,Data Analyst,,08
15-2099.01,Bioinformatics Technicians,Data Technician,,"08,10"
15-2099.01,Bioinformatics Technicians,Database Technician,,08
15-2099.01,Bioinformatics Technicians,Field Data Technician,,10
15-2099.01,Bioinformatics Technicians,Log Data Technician,,10
15-2099.01,Bioinformatics Technicians,Museum Informatics Specialist,,02
15-2099.01,Bioinformatics Technicians,Research Scientist,,02
15-2099.01,Bioinformatics Technicians,Scientific Informatics Analyst,,02
15-2099.01,Bioinformatics Technicians,Submission Technician,,10
17-2011.00,Aerospace Engineers,Aerodynamicist,,"04,06,08"
17-2011.00,Aerospace Engineers,Aerodynamics Engineer,,"02,04"
17-2011.00,Aerospace Engineers,Aeronautical Design Engineer,,08
17-2011.00,Aerospace Engineers,Aeronautical Engineer,,"02,04,08,10"
17-2011.00,Aerospace Engineers,Aeronautical Project Engineer,,08
17-2011.00,Aerospace Engineers,Aeronautical Research Engineer,,08
17-2011.00,Aerospace Engineers,Aeronautical Test Engineer,,08
17-2011.00,Aerospace Engineers,Aerospace Engineer,,"02,04,08,10"
17-2011.00,Aerospace Engineers,Aerospace Physiologist,,10
17-2011.00,Aerospace Engineers,Aerospace Programmable Logic Design Engineer,,03
17-2011.00,Aerospace Engineers,Aerospace Quality Engineer,,10
17-2011.00,Aerospace Engineers,Aerospace Stress Engineer,,02
17-2011.00,Aerospace Engineers,Aerospace Systems Engineer,,10
17-2011.00,Aerospace Engineers,Aircraft Design Engineer,,"02,04"
17-2011.00,Aerospace Engineers,Aircraft Designer,,"04,06"
17-2011.00,Aerospace Engineers,Aircraft Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Aircraft Instrument Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Aircraft Stress Analyst,,"04,06"
17-2011.00,Aerospace Engineers,Aircraft Systems Engineer,,10
17-2011.00,Aerospace Engineers,Airplane Designer,,"04,06"
17-2011.00,Aerospace Engineers,Airplane Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Astronautical Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Automation Engineer,,09
17-2011.00,Aerospace Engineers,Aviation Consultant,,"04,06"
17-2011.00,Aerospace Engineers,Aviation Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Avionics Engineer,,"02,10"
17-2011.00,Aerospace Engineers,Avionics Systems Engineer,,10
17-2011.00,Aerospace Engineers,Design Analyst,,"04,06"
17-2011.00,Aerospace Engineers,Design Engineer,,"02,04,10"
17-2011.00,Aerospace Engineers,Dynamicist,,"04,06"
17-2011.00,Aerospace Engineers,Engineer,,10
17-2011.00,Aerospace Engineers,Engineering Associate,,10
17-2011.00,Aerospace Engineers,Field Engineer,,10
17-2011.00,Aerospace Engineers,Field Service Engineer,,08
17-2011.00,Aerospace Engineers,Flight Analyst,,"02,04,06"
17-2011.00,Aerospace Engineers,Flight Controls Engineer,,02
17-2011.00,Aerospace Engineers,Flight Dynamicist,,"04,06"
17-2011.00,Aerospace Engineers,Flight Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Flight Systems Test Engineer,,"02,04"
17-2011.00,Aerospace Engineers,Flight Test Engineer,,"02,04,06"
17-2011.00,Aerospace Engineers,Fuel-Efficient Aircraft Designer,,08
17-2011.00,Aerospace Engineers,GNC Engineer (Guidance Navigation and Controls Engineer),GNC Engineer,10
17-2011.00,Aerospace Engineers,Helicopter Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Loads and Dynamics Engineer,,10
17-2011.00,Aerospace Engineers,Military Aircraft Designer,,09
17-2011.00,Aerospace Engineers,Physical Aerodynamicist,,"04,06"
17-2011.00,Aerospace Engineers,Pipe Stress Engineer,,10
17-2011.00,Aerospace Engineers,Propeller Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Propulsion Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Rocket Scientist,,09
17-2011.00,Aerospace Engineers,Service Engineer,,10
17-2011.00,Aerospace Engineers,Space Engineer,,09
17-2011.00,Aerospace Engineers,Spacecraft Engineer,,10
17-2011.00,Aerospace Engineers,Stress Analyst,,"02,04,06,08"
17-2011.00,Aerospace Engineers,Stress Engineer,,"02,04,06,10"
17-2011.00,Aerospace Engineers,Structural Analysis Engineer,,02
17-2011.00,Aerospace Engineers,Structures Engineer,,02
17-2011.00,Aerospace Engineers,Supersonic Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Supplier Quality Engineer (SQE),SQE,09
17-2011.00,Aerospace Engineers,Systems Engineer,,"02,10"
17-2011.00,Aerospace Engineers,Systems Requirements Engineer,,10
17-2011.00,Aerospace Engineers,Test Analyst,,"04,06"
17-2011.00,Aerospace Engineers,Test Engineer,,"02,04,06"
17-2011.00,Aerospace Engineers,Test Facility Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Thermodynamicist,,"04,06"
17-2011.00,Aerospace Engineers,Thermodynamics Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Transonic Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Value Engineer,,08
17-2011.00,Aerospace Engineers,Vibration Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Weight Control Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Weight Engineer,,"04,06"
17-2011.00,Aerospace Engineers,Wind Tunnel Engineer,,"04,06"
17-2021.00,Agricultural Engineers,Agricultural Engineer,,"02,04"
17-2021.00,Agricultural Engineers,Agricultural Equipment Design Engineer,,08
17-2021.00,Agricultural Engineers,Agricultural Equipment Test Engineer,,08
17-2021.00,Agricultural Engineers,Agricultural Production Engineer,,04
17-2021.00,Agricultural Engineers,Agricultural Research Engineer,,"04,08"
17-2021.00,Agricultural Engineers,Agricultural Systems Specialist,,02
17-2021.00,Agricultural Engineers,Agriculture Consultant,,09
17-2021.00,Agricultural Engineers,Agriculture Engineer,,09
17-2021.00,Agricultural Engineers,Agriculture Scientist,,09
17-2021.00,Agricultural Engineers,Conservation Engineer,,02
17-2021.00,Agricultural Engineers,Engineer,,02
17-2021.00,Agricultural Engineers,Farm Equipment Engineer,,"04,06"
17-2021.00,Agricultural Engineers,Field Engineer,,02
17-2021.00,Agricultural Engineers,Field Research Associate,,10
17-2021.00,Agricultural Engineers,Landscape Irrigation Specialist,,10
17-2021.00,Agricultural Engineers,Permaculture Designer,,08
17-2021.00,Agricultural Engineers,Product Engineer,,02
17-2021.00,Agricultural Engineers,Product Technology Scientist,,02
17-2021.00,Agricultural Engineers,Project Engineer,,02
17-2021.00,Agricultural Engineers,Regional Engineer,,10
17-2021.00,Agricultural Engineers,Research Agricultural Engineer,,"02,04"
17-2021.00,Agricultural Engineers,Research Engineer,,02
17-2021.00,Agricultural Engineers,Supplier Quality Engineer (SQE),SQE,09
17-2021.00,Agricultural Engineers,Test Engineer,,"04,06"
17-2031.00,Bioengineers and Biomedical Engineers,Analytical Biochemical Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biochemical Development Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biochemical Engineer,,"04,08"
17-2031.00,Bioengineers and Biomedical Engineers,Biochemistry Chemical Engineering Analyst,,08
17-2031.00,Bioengineers and Biomedical Engineers,Bioengineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Bioinformatics Engineer,,10
17-2031.00,Bioengineers and Biomedical Engineers,Biomaterials Engineer,,"04,08"
17-2031.00,Bioengineers and Biomedical Engineers,Biomechanical Engineer,,"04,08"
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Analytical Scientist,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Engineer,,"02,04"
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Engineering Intern,,10
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Engineering Research Assistant,,10
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Engineering Technologist,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Field Service Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Scientist,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Service Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Biomedical Technician (Biomedical Tech),Biomedical Tech,02
17-2031.00,Bioengineers and Biomedical Engineers,Bioprocess Development Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Bioprocess Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Clinical Biomedical Engineer,,10
17-2031.00,Bioengineers and Biomedical Engineers,Clinical Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Clinical Engineering Technician (Clinical Engineering Tech),Clinical Engineering Tech,10
17-2031.00,Bioengineers and Biomedical Engineers,Dialysis Engineer,,04
17-2031.00,Bioengineers and Biomedical Engineers,Engineer,,02
17-2031.00,Bioengineers and Biomedical Engineers,Fermentation Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Field Clinical Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Field Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Genetic Engineer,,"04,08"
17-2031.00,Bioengineers and Biomedical Engineers,Imaging Service Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Medical Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Orthopedic Designer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Pharmaceutical Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Pharmaceutical Scientist,,08
17-2031.00,Bioengineers and Biomedical Engineers,Process Development Associate,,08
17-2031.00,Bioengineers and Biomedical Engineers,Process Development Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Process Engineer,,02
17-2031.00,Bioengineers and Biomedical Engineers,Research Biomedical Engineer,,10
17-2031.00,Bioengineers and Biomedical Engineers,Research Engineer,,02
17-2031.00,Bioengineers and Biomedical Engineers,Stack Yield Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Supplier Quality Engineer (SQE),SQE,08
17-2031.00,Bioengineers and Biomedical Engineers,Sustaining Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Yield Engineer,,08
17-2031.00,Bioengineers and Biomedical Engineers,Yield Improvement Engineer,,08
17-2041.00,Chemical Engineers,Absorption and Adsorption Engineer,,"04,08"
17-2041.00,Chemical Engineers,Blending Coordinator,,"04,06"
17-2041.00,Chemical Engineers,Chemical Design Process Engineer,,08
17-2041.00,Chemical Engineers,Chemical Engineer,,"02,10"
17-2041.00,Chemical Engineers,Chemical Process Engineer,,"04,10"
17-2041.00,Chemical Engineers,Chemical Research Engineer,,"04,08"
17-2041.00,Chemical Engineers,Chemical Test Engineer,,08
17-2041.00,Chemical Engineers,Controls Engineer,,10
17-2041.00,Chemical Engineers,Development Engineer,,"02,04,06"
17-2041.00,Chemical Engineers,Engineer,,"02,10"
17-2041.00,Chemical Engineers,Engineering Scientist,,02
17-2041.00,Chemical Engineers,Explosives Engineer,,"04,06"
17-2041.00,Chemical Engineers,Fuel Engineer,,"04,06"
17-2041.00,Chemical Engineers,Gas Combustion Engineer,,"04,06"
17-2041.00,Chemical Engineers,Lubricating Engineer,,"04,06"
17-2041.00,Chemical Engineers,Oxidation Engineer,,04
17-2041.00,Chemical Engineers,Pharmaceutical Process Engineer,,08
17-2041.00,Chemical Engineers,Plant Engineer,,"04,06"
17-2041.00,Chemical Engineers,Plastics Engineer,,"04,06"
17-2041.00,Chemical Engineers,Polymerization Engineer,,04
17-2041.00,Chemical Engineers,Process Application Engineer,,10
17-2041.00,Chemical Engineers,Process Control Engineer,,02
17-2041.00,Chemical Engineers,Process Design Chemical Engineer,,08
17-2041.00,Chemical Engineers,Process Development Engineer,,"02,10"
17-2041.00,Chemical Engineers,Process Engineer,,"02,04,06,10"
17-2041.00,Chemical Engineers,Process Improvement Engineer,,10
17-2041.00,Chemical Engineers,Project Engineer,,02
17-2041.00,Chemical Engineers,Refinery Process Engineer,,"02,04"
17-2041.00,Chemical Engineers,Research Chemical Engineer,,02
17-2041.00,Chemical Engineers,Scientist,,"02,10"
17-2041.00,Chemical Engineers,Weapons Designer,,09
17-2041.00,Chemical Engineers,Weapons Engineer,,09
17-2051.00,Civil Engineers,Airport Engineer,,08
17-2051.00,Civil Engineers,Architectural Engineer,,"04,06"
17-2051.00,Civil Engineers,Asphalt Engineer,,"04,06"
17-2051.00,Civil Engineers,Base Engineer,,"04,06"
17-2051.00,Civil Engineers,Bridge Design Engineer,,"04,06"
17-2051.00,Civil Engineers,Bridge Engineer,,"04,06"
17-2051.00,Civil Engineers,Building Construction Engineer,,"04,06"
17-2051.00,Civil Engineers,Building Engineer,,"04,06"
17-2051.00,Civil Engineers,Cadastral Engineer,,"04,06"
17-2051.00,Civil Engineers,Cartographic Engineer,,"04,06"
17-2051.00,Civil Engineers,City Engineer,,"02,04,06"
17-2051.00,Civil Engineers,Civil Engineer,,"02,04,10"
17-2051.00,Civil Engineers,Civil Engineering Intern,,10
17-2051.00,Civil Engineers,Civil Project Engineer,,10
17-2051.00,Civil Engineers,Concrete Engineer,,"04,06"
17-2051.00,Civil Engineers,Condemnation Engineer,,"04,06"
17-2051.00,Civil Engineers,Construction Engineer,,"04,06,10"
17-2051.00,Civil Engineers,Construction Project Engineer,,10
17-2051.00,Civil Engineers,Contracting Engineer,,"04,06"
17-2051.00,Civil Engineers,County Engineer,,"02,04,06"
17-2051.00,Civil Engineers,Demolition Engineer,,"04,06"
17-2051.00,Civil Engineers,Design Engineer,,"02,04,10"
17-2051.00,Civil Engineers,District Engineer,,"04,06"
17-2051.00,Civil Engineers,Drainage Design Coordinator,,08
17-2051.00,Civil Engineers,Drainage Engineer,,"04,06"
17-2051.00,Civil Engineers,Energy Infrastructure Engineer,,08
17-2051.00,Civil Engineers,Engineer,,"02,10"
17-2051.00,Civil Engineers,Environmental Construction Engineer,,08
17-2051.00,Civil Engineers,Erecting Engineer,,"04,06"
17-2051.00,Civil Engineers,Facilities Engineer,,"04,06"
17-2051.00,Civil Engineers,Forest Engineer,,08
17-2051.00,Civil Engineers,Forestry Engineer,,"04,06"
17-2051.00,Civil Engineers,Foundation Engineer,,"04,06"
17-2051.00,Civil Engineers,Geodetic Engineer,,"04,06"
17-2051.00,Civil Engineers,Geotechnical Engineer,,"02,04,06,10"
17-2051.00,Civil Engineers,Heavy Civil Project Manager,,10
17-2051.00,Civil Engineers,Highway Design Engineer,,"04,06"
17-2051.00,Civil Engineers,Highway Engineer,,"04,06"
17-2051.00,Civil Engineers,Highway Research Engineer,,"04,06"
17-2051.00,Civil Engineers,Highway Safety Engineer,,"04,06"
17-2051.00,Civil Engineers,Hydraulic Engineer,,"04,06,08"
17-2051.00,Civil Engineers,Hydroelectric Plant Structural Engineer,,08
17-2051.00,Civil Engineers,Hydrographic Engineer,,"04,06"
17-2051.00,Civil Engineers,Irrigation Engineer,,08
17-2051.00,Civil Engineers,Land Development Civil Engineer,,10
17-2051.00,Civil Engineers,Licensed Engineer,,02
17-2051.00,Civil Engineers,Maintenance Engineer,,"04,06"
17-2051.00,Civil Engineers,Mapping Engineer,,"04,06"
17-2051.00,Civil Engineers,Municipal Engineer,,"04,06"
17-2051.00,Civil Engineers,Process Engineer,,"04,06"
17-2051.00,Civil Engineers,Project Engineer,,"02,10"
17-2051.00,Civil Engineers,Railroad Design Consultant,,"02,04"
17-2051.00,Civil Engineers,Railroad Engineer,,"04,06,08"
17-2051.00,Civil Engineers,Reclamation Engineer,,"04,06"
17-2051.00,Civil Engineers,Research Hydraulic Engineer,,"02,04"
17-2051.00,Civil Engineers,Resident Engineer,,"04,06"
17-2051.00,Civil Engineers,Resource Recovery Engineer,,08
17-2051.00,Civil Engineers,Road Design Engineer,,"04,06"
